word_code_ws,word,word2,word_WordBank1,word_WordBank2,category,WS_class,class,classEH,RescorlaSafyer_class,classEHse,classVerbs,lemma
mcs_vc19_on,on,on,on,on,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,on
mcs_vc19_ontopof,ontopof,ontopof,ontopof,ontopof,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,on+top+of
mcs_vc19_out,out,out,out,out,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,out
mcs_vc19_over,over,over,over,over,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,over
mcs_vc19_there,there,there,there,there,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,there
mcs_vc19_to,to,to,to,to,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,to
mcs_vc19_under,under,under,under,under,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,under
mcs_vc19_up,up,up,up,up,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,up
mcs_vc19_with,with,with,with,with,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,with
mcs_vc20_a,a,a,a,a,quantifiers_and_articles,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,a
mcs_vc20_all,all,all,all,all,quantifiers_and_articles,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,all
mcs_vc20_alot,alot,alot,alot,alot,quantifiers_and_articles,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,a+lot
mcs_vc20_an,an,an,an,an,quantifiers_and_articles,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,an
mcs_vc20_another,another,another,another,another,quantifiers_and_articles,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,another
mcs_vc20_any,any,any,any,any,quantifiers_and_articles,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,any
mcs_vc20_each,each,each,each,each,quantifiers_and_articles,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,each
mcs_vc20_every,every,every,every,every,quantifiers_and_articles,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,every
mcs_vc20_more,more,more,more,more,quantifiers_and_articles,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,more
mcs_vc20_much,much,much,much,much,quantifiers_and_articles,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,much
mcs_vc20_not,not,not,not,not,quantifiers_and_articles,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,not
mcs_vc20_none,none,none,none,none,quantifiers_and_articles,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,none
mcs_vc20_other,other,other,other,other,quantifiers_and_articles,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,other
mcs_vc20_same,same,same,same,same,quantifiers_and_articles,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,same
mcs_vc20_some,some,some,some,some,quantifiers_and_articles,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,some
mcs_vc20_the,the,the,the,the,quantifiers_and_articles,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,the
mcs_vc20_too,too,too,too,too,quantifiers_and_articles,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,too
mcs_vc21_am,am,am,am,am,helping_verbs,NA,NA,Predicate,NA,NA,NA,am
mcs_vc21_are,are,are,are,are,helping_verbs,NA,NA,Predicate,NA,NA,NA,are
mcs_vc21_be,be,be,be,be,helping_verbs,NA,NA,Predicate,NA,NA,NA,be
mcs_vc21_can,can,can,can (verb),can_v,helping_verbs,NA,NA,Predicate,NA,NA,NA,can
mcs_vc21_could,could,could,could,could,helping_verbs,NA,NA,Predicate,NA,NA,NA,could
mcs_vc21_did,did,did,did,did,helping_verbs,NA,NA,Predicate,NA,NA,NA,did/did+ya
mcs_vc21_do,do,do,do,do,helping_verbs,NA,NA,Predicate,NA,NA,NA,do
mcs_vc21_does,does,does,does,does,helping_verbs,NA,NA,Predicate,NA,NA,NA,does
mcs_vc21_dont,dont,dont,dont,dont,helping_verbs,NA,NA,Predicate,NA,NA,NA,don't
mcs_vc21_gonna,gonna,gonna,gonna,gonna,helping_verbs,NA,NA,Predicate,NA,NA,NA,gonna/going+to
mcs_vc21_gotta,gotta,gotta,gotta,gotta,helping_verbs,NA,NA,Predicate,NA,NA,NA,gotta/got+to
mcs_vc21_hafta,hafta,hafta,hafta,hafta,helping_verbs,NA,NA,Predicate,NA,NA,NA,hafta/have+to
mcs_vc21_is,is,is,is,is,helping_verbs,NA,NA,Predicate,NA,NA,NA,is
mcs_vc21_lemme,lemme,lemme,lemme,lemme,helping_verbs,NA,NA,Predicate,NA,NA,NA,lemme/let+me
mcs_vc21_need,need,need,need,need,helping_verbs,NA,NA,Predicate,NA,NA,NA,need/need+to
mcs_vc21_try,try,try,try,try,helping_verbs,NA,NA,Predicate,NA,NA,NA,try/try+to
mcs_vc21_wanna,wanna,wanna,wanna,wanna,helping_verbs,NA,NA,Predicate,NA,NA,NA,wanna/want+to
mcs_vc21_was,was,was,was,was,helping_verbs,NA,NA,Predicate,NA,NA,NA,was
mcs_vc21_were,were,were,were,were,helping_verbs,NA,NA,Predicate,NA,NA,NA,were
mcs_vc21_will,will,will,will,will,helping_verbs,NA,NA,Predicate,NA,NA,NA,will
mcs_vc21_would,would,would,would,would,helping_verbs,NA,NA,Predicate,NA,NA,NA,would
mcs_vc22_and,and,and,and,and,connecting_words,NA,NA,ClossedClass,NA,NA,NA,and
mcs_vc22_because,because,because,because,because,connecting_words,NA,NA,ClossedClass,NA,NA,NA,because
mcs_vc22_but,but,but,but,but,connecting_words,NA,NA,ClossedClass,NA,NA,NA,but
mcs_vc22_if,if,if,if,if,connecting_words,NA,NA,ClossedClass,NA,NA,NA,if
mcs_vc22_so,so,so,so,so,connecting_words,NA,NA,ClossedClass,NA,NA,NA,so
mcs_vc22_then,then,then,then,then,connecting_words,NA,NA,ClossedClass,NA,NA,NA,then
