word_code_ws,word,word2,word_WordBank1,word_WordBank2,category,WS_class,class,classEH,RescorlaSafyer_class,classEHse,classVerbs,lemma
mcs_vc13_thislittlepiggy,thislittlepiggy,thislittlepiggy,thislittlepiggy,thislittlepiggy,games_routines,NA,NA,NA,NA,NA,NA,this+little+piggy
mcs_vc13_turnaround,turnaround,turnaround,turnaround,turnaround,games_routines,NA,NA,Predicate,NA,NA,NA,turn+around
mcs_vc13_yes,yes,yes,yes,yes,games_routines,NA,NA,NA,NA,NA,NA,yes
mcs_vc14_bite,bite,bite,bite,bite,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,bite
mcs_vc14_blow,blow,blow,blow,blow,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,blow
mcs_vc14_break,break,break,break,break,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,break
mcs_vc14_bring,bring,bring,bring,bring,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,bring
mcs_vc14_build,build,build,build,build,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,build
mcs_vc14_bump,bump,bump,bump,bump,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,bump
mcs_vc14_buy,buy,buy,buy,buy,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,buy
mcs_vc14_carry,carry,carry,carry,carry,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,carry
mcs_vc14_catch,catch,catch,catch,catch,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,catch
mcs_vc14_chase,chase,chase,chase,chase,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,chase
mcs_vc14_clap,clap,clap,clap,clap,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,clap
mcs_vc14_clean,clean,clean,clean,clean_act,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,clean
mcs_vc14_climb,climb,climb,climb,climb,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,climb
mcs_vc14_close,close,close,close,close,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,close
mcs_vc14_cook,cook,cook,cook,cook,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,cook
mcs_vc14_cover,cover,cover,cover,cover,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,cover
mcs_vc14_cry,cry,cry,cry,cry,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,cry
mcs_vc14_cut,cut,cut,cut,cut,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,cut
mcs_vc14_dance,dance,dance,dance,dance,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,dance
mcs_vc14_draw,draw,draw,draw,draw,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,draw
mcs_vc14_drink,drink,drink,drink,drink_act,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,drink
mcs_vc14_drive,drive,drive,drive,drive,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,drive
mcs_vc14_drop,drop,drop,drop,drop,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,drop
mcs_vc14_dry,dry,dry,dry,dry,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,dry
mcs_vc14_dump,dump,dump,dump,dump,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,dump
mcs_vc14_eat,eat,eat,eat,eat,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,eat
mcs_vc14_fall,fall,fall,fall,fall,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,fall
mcs_vc14_feed,feed,feed,feed,feed,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,feed
mcs_vc14_find,find,find,find,find,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,find
mcs_vc14_finish,finish,finish,finish,finish,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,finish
mcs_vc14_fit,fit,fit,fit,fit,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,fit
mcs_vc14_fix,fix,fix,fix,fix,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,fix
mcs_vc14_get,get,get,get,get,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,get
mcs_vc14_give,give,give,give,give,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,give
mcs_vc14_go,go,go,go,go,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,go
mcs_vc14_hate,hate,hate,hate,hate,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,hate
mcs_vc14_have,have,have,have,have,action_words,Predicate,Predicate,Predicate,NA,NA,Verb,have
mcs_vc14_hear,hear,hear,hear,hear,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,hear
mcs_vc14_help,help,help,help,help,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,help
mcs_vc14_hide,hide,hide,hide,hide,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,hide
mcs_vc14_hit,hit,hit,hit,hit,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,hit
mcs_vc14_hold,hold,hold,hold,hold,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,hold
mcs_vc14_hug,hug,hug,hug,hug,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,hug
mcs_vc14_hurry,hurry,hurry,hurry,hurry,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,hurry
mcs_vc14_jump,jump,jump,jump,jump,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,jump
mcs_vc14_kick,kick,kick,kick,kick,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,kick
mcs_vc14_kiss,kiss,kiss,kiss,kiss,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,kiss
mcs_vc14_knock,knock,knock,knock,knock,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,knock
mcs_vc14_lick,lick,lick,lick,lick,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,lick
mcs_vc14_like,like,like,like,like,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,like
mcs_vc14_listen,listen,listen,listen,listen,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,listen
mcs_vc14_look,look,look,look,look,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,look
mcs_vc14_love,love,love,love,love,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,love
mcs_vc14_make,make,make,make,make,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,make
mcs_vc14_open,open,open,open,open,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,open
mcs_vc14_paint,paint,paint,paint,paint,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,paint
mcs_vc14_pick,pick,pick,pick,pick,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,pick
mcs_vc14_play,play,play,play,play,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,play
mcs_vc14_pour,pour,pour,pour,pour,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,pour
mcs_vc14_pretend,pretend,pretend,pretend,pretend,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,pretend
mcs_vc14_pull,pull,pull,pull,pull,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,pull
mcs_vc14_push,push,push,push,push,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,push
mcs_vc14_put,put,put,put,put,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,put
mcs_vc14_read,read,read,read,read,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,read
mcs_vc14_ride,ride,ride,ride,ride,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,ride
mcs_vc14_rip,rip,rip,rip,rip,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,rip
mcs_vc14_run,run,run,run,run,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,run
mcs_vc14_say,say,say,say,say,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,say
mcs_vc14_see,see,see,see,see,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,see
mcs_vc14_shake,shake,shake,shake,shake,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,shake
mcs_vc14_share,share,share,share,share,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,share
mcs_vc14_show,show,show,show,show,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,show
mcs_vc14_sing,sing,sing,sing,sing,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,sing
mcs_vc14_sit,sit,sit,sit,sit,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,sit
mcs_vc14_skate,skate,skate,skate,skate,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,skate
mcs_vc14_sleep,sleep,sleep,sleep,sleep,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,sleep
mcs_vc14_slide,slide,slide,slide,slide_act,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,slide
mcs_vc14_smile,smile,smile,smile,smile,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,smile
mcs_vc14_splash,splash,splash,splash,splash,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,splash
mcs_vc14_stand,stand,stand,stand,stand,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,stand
mcs_vc14_stay,stay,stay,stay,stay,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,stay
mcs_vc14_stop,stop,stop,stop,stop,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,stop
mcs_vc14_sweep,sweep,sweep,sweep,sweep,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,sweep
mcs_vc14_swim,swim,swim,swim,swim,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,swim
mcs_vc14_swing,swing,swing,swing,swing_act,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,swing
mcs_vc14_take,take,take,take,take,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,take
mcs_vc14_talk,talk,talk,talk,talk,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,talk
mcs_vc14_taste,taste,taste,taste,taste,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,taste
mcs_vc14_tear,tear,tear,tear,tear,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,tear
mcs_vc14_think,think,think,think,think,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,think
mcs_vc14_throw,throw,throw,throw,throw,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,throw
mcs_vc14_tickle,tickle,tickle,tickle,tickle,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,tickle
mcs_vc14_touch,touch,touch,touch,touch,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,touch
mcs_vc14_wait,wait,wait,wait,wait,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,wait
mcs_vc14_wake,wake,wake,wake,wake,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,wake
mcs_vc14_walk,walk,walk,walk,walk,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,walk
mcs_vc14_wash,wash,wash,wash,wash,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,wash
mcs_vc14_watch,watch,watch,watch,watch_act,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,watch
mcs_vc14_wipe,wipe,wipe,wipe,wipe,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,wipe
mcs_vc14_wish,wish,wish,wish,wish,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,wish
mcs_vc14_work,work,work,work,work_act,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,work
mcs_vc14_write,write,write,write,write,action_words,Predicate,Predicate,Predicate,Verb,Verb,Verb,write
mcs_vc15_allgone,allgone,allgone,allgone,allgone,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,all+gone
mcs_vc15_asleep,asleep,asleep,asleep,asleep,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,asleep
mcs_vc15_awake,awake,awake,awake,awake,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,awake
mcs_vc15_bad,bad,bad,bad,bad,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,bad
mcs_vc15_better,better,better,better,better,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,better
mcs_vc15_big,big,big,big,big,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,big
mcs_vc15_black,black,black,black,black,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,black
mcs_vc15_blue,blue,blue,blue,blue,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,blue
mcs_vc15_broken,broken,broken,broken,broken,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,broken
mcs_vc15_brown,brown,brown,brown,brown,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,brown
mcs_vc15_careful,careful,careful,careful,careful,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,careful
mcs_vc15_clean,clean,clean,clean,clean_des,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,clean
mcs_vc15_cold,cold,cold,cold,cold,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,cold
mcs_vc15_cute,cute,cute,cute,cute,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,cute
mcs_vc15_dark,dark,dark,dark,dark,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,dark
mcs_vc15_dirty,dirty,dirty,dirty,dirty,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,dirty
mcs_vc15_dry,dry,dry,dry,dry_des,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,dry
mcs_vc15_empty,empty,empty,empty,empty,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,empty
mcs_vc15_fast,fast,fast,fast,fast,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,fast
mcs_vc15_fine,fine,fine,fine,fine,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,fine
mcs_vc15_first,first,first,first,first,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,first
mcs_vc15_full,full,full,full,full,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,full
mcs_vc15_gentle,gentle,gentle,gentle,gentle,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,gentle
mcs_vc15_good,good,good,good,good,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,good
mcs_vc15_green,green,green,green,green,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,green
mcs_vc15_happy,happy,happy,happy,happy,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,happy
mcs_vc15_hard,hard,hard,hard,hard,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,hard
mcs_vc15_heavy,heavy,heavy,heavy,heavy,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,heavy
mcs_vc15_high,high,high,high,high,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,high
mcs_vc15_hot,hot,hot,hot,hot,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,hot
mcs_vc15_hungry,hungry,hungry,hungry,hungry,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,hungry
mcs_vc15_hurt,hurt,hurt,hurt,hurt,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,hurt
mcs_vc15_last,last,last,last,last,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,last
mcs_vc15_little,little,little,little,little_des,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,little
mcs_vc15_long,long,long,long,long,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,long
mcs_vc15_loud,loud,loud,loud,loud,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,loud
mcs_vc15_mad,mad,mad,mad,mad,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,mad
mcs_vc15_naughty,naughty,naughty,naughty,naughty,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,naughty
mcs_vc15_new,new,new,new,new,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,new
mcs_vc15_nice,nice,nice,nice,nice,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,nice
mcs_vc15_noisy,noisy,noisy,noisy,noisy,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,noisy
mcs_vc15_old,old,old,old,old,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,old
mcs_vc15_orange,orange,orange,orange,orange_des,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,orange
mcs_vc15_poor,poor,poor,poor,poor,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,poor
mcs_vc15_pretty,pretty,pretty,pretty,pretty,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,pretty
mcs_vc15_quiet,quiet,quiet,quiet,quiet,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,quiet
mcs_vc15_red,red,red,red,red,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,red
mcs_vc15_sad,sad,sad,sad,sad,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,sad
mcs_vc15_scared,scared,scared,scared,scared,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,scared
mcs_vc15_sick,sick,sick,sick,sick,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,sick
mcs_vc15_sleepy,sleepy,sleepy,sleepy,sleepy,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,sleepy
mcs_vc15_slow,slow,slow,slow,slow,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,slow
mcs_vc15_soft,soft,soft,soft,soft,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,soft
mcs_vc15_sticky,sticky,sticky,sticky,sticky,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,sticky
mcs_vc15_stuck,stuck,stuck,stuck,stuck,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,stuck
mcs_vc15_thirsty,thirsty,thirsty,thirsty,thirsty,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,thirsty
mcs_vc15_tiny,tiny,tiny,tiny,tiny,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,tiny
mcs_vc15_tired,tired,tired,tired,tired,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,tired
mcs_vc15_wet,wet,wet,wet,wet,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,wet
mcs_vc15_white,white,white,white,white,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,white
mcs_vc15_windy,windy,windy,windy,windy,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,windy
mcs_vc15_yellow,yellow,yellow,yellow,yellow,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,yellow
mcs_vc15_yucky,yucky,yucky,yucky,yucky,descriptive_words,Predicate,Predicate,Predicate,Adjective,Adjective,Predicate,yucky
mcs_vc16_after,after,after,after,after,time_words,NA,NA,NA,NA,NA,NA,after
mcs_vc16_before,before,before,before,before,time_words,NA,NA,NA,NA,NA,NA,before
mcs_vc16_day,day,day,day,day,time_words,NA,NA,NA,NA,NA,NA,day
mcs_vc16_later,later,later,later,later,time_words,NA,NA,NA,NA,NA,NA,later
mcs_vc16_morning,morning,morning,morning,morning,time_words,NA,NA,NA,NA,NA,NA,morning
mcs_vc16_night,night,night,night,night,time_words,NA,NA,NA,NA,NA,NA,night
mcs_vc16_now,now,now,now,now,time_words,NA,NA,NA,NA,NA,NA,now
mcs_vc16_time,time,time,time,time,time_words,NA,NA,NA,NA,NA,NA,time
mcs_vc16_today,today,today,today,today,time_words,NA,NA,NA,NA,NA,NA,today
mcs_vc16_tomorrow,tomorrow,tomorrow,tomorrow,tomorrow,time_words,NA,NA,NA,NA,NA,NA,tomorrow
mcs_vc16_tonight,tonight,tonight,tonight,tonight,time_words,NA,NA,NA,NA,NA,NA,tonight
mcs_vc16_yesterday,yesterday,yesterday,yesterday,yesterday,time_words,NA,NA,NA,NA,NA,NA,yesterday
mcs_vc17_he,he,he,he,he,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,he
mcs_vc17_her,her,her,her,her,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,her
mcs_vc17_hers,hers,hers,hers,hers,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,hers
mcs_vc17_him,him,him,him,him,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,him
mcs_vc17_his,his,his,his,his,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,his
mcs_vc17_i,I,I,I,I,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,I
mcs_vc17_it,it,it,it,it,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,it
mcs_vc17_me,me,me,me,me,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,me
mcs_vc17_mine,mine,mine,mine,mine,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,mine
mcs_vc17_my,my,my,my,my,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,my
mcs_vc17_myself,myself,myself,myself,myself,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,myself
mcs_vc17_our,our,our,our,our,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,our
mcs_vc17_she,she,she,she,she,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,she
mcs_vc17_that,that,that,that,that,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,that
mcs_vc17_their,their,their,their,their,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,their
mcs_vc17_them,them,them,them,them,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,them
mcs_vc17_these,these,these,these,these,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,these
mcs_vc17_they,they,they,they,they,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,they
mcs_vc17_this,this,this,this,this,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,this
mcs_vc17_those,those,those,those,those,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,those
mcs_vc17_us,us,us,us,us,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,us
mcs_vc17_we,we,we,we,we,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,we
mcs_vc17_you,you,you,you,you,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,you
mcs_vc17_your,your,your,your,your,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,your
mcs_vc17_yourself,yourself,yourself,yourself,yourself,pronouns,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,yourself
mcs_vc18_how,how,how,how,how,question_words,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,how
mcs_vc18_what,what,what,what,what,question_words,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,what
mcs_vc18_when,when,when,when,when,question_words,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,when
mcs_vc18_where,where,where,where,where,question_words,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,where
mcs_vc18_which,which,which,which,which,question_words,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,which
mcs_vc18_who,who,who,who,who,question_words,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,who
mcs_vc18_why,why,why,why,why,question_words,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,why
mcs_vc19_about,about,about,about,about,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,about
mcs_vc19_above,above,above,above,above,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,above
mcs_vc19_around,around,around,around,around,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,around
mcs_vc19_at,at,at,at,at,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,at
mcs_vc19_away,away,away,away,away,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,away
mcs_vc19_back,back,back,back,back,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,back
mcs_vc19_behind,behind,behind,behind,behind,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,behind
mcs_vc19_beside,beside,beside,beside,beside,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,beside
mcs_vc19_by,by,by,by,by,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,by
mcs_vc19_down,down,down,down,down,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,down
mcs_vc19_for,for,for,for,for,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,for
mcs_vc19_here,here,here,here,here,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,here
mcs_vc19_inside_in,inside/in,inside/in,inside/in,inside/in,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,inside/in
mcs_vc19_into,into,into,into,into,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,into
mcs_vc19_nextto,nextto,nextto,nextto,nextto,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,next+to
mcs_vc19_of,of,of,of,of,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,of
mcs_vc19_off,off,off,off,off,prepositions_and_locations,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,ClossedClass,off
